,Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
8488,4271608950,2015-12-31T00:00:00,1419.0,,,CA,,,GEO,PA,GN,12824 VAN NUYS BLVD,00394,53.0,80.56E4+,RED ZONE,93.0,6437032.2,1922009.6
8489,4271608961,2015-12-31T00:00:00,1423.0,,,CA,,,,PA,WT,12824 VAN NUYS BLVD,00394,53.0,80.56E4+,RED ZONE,93.0,6437032.2,1922009.6
8490,4271608972,2015-12-31T00:00:00,1435.0,,,CA,,,,PA,GN,11100 PENDLETON ST,00394,53.0,22507.8A,DISABLED PARKING/NO,363.0,6448976.5,1909454.2
8491,4271608983,2015-12-31T00:00:00,1438.0,,,CA,,,,PA,GY,11100 PENDLETON ST,00394,53.0,22507.8A,DISABLED PARKING/NO,363.0,6448976.5,1909454.2
8492,4271608994,2015-12-31T00:00:00,1443.0,,,CA,,,VOLK,PA,SL,11100 PENDLETON ST,00394,53.0,22507.8C,DISABLED PARKING/CRO,363.0,6448976.5,1909454.2
8493,4271609005,2015-12-31T00:00:00,1459.0,,,CA,,,CADI,PA,WT,9100 DE GARMO AVE,00394,53.0,80.56E4+,RED ZONE,93.0,6448581.2,1907931.6
8494,4271609016,2015-12-31T00:00:00,1618.0,,,CA,,,FORD,PA,WT,8100 KYLE CT,00394,53.0,80.56E4+,RED ZONE,93.0,6468108.8,1918841.3
8495,4271793002,2015-12-31T00:00:00,1613.0,,,CA,,,CHEV,PA,MR,7105 FIGUEROA ST S,00500,55.0,80.69AP+,NO STOP/STANDING,93.0,6475963.3,1813459.3
8496,4271793013,2015-12-31T00:00:00,1620.0,,,CA,6.0,,,PA,GN,5505 FIGUEROA ST S,00500,55.0,80.70,NO STOPPING/ANTI-GRI,163.0,6475981.6,1819715.7
8497,4271793024,2015-12-31T00:00:00,1622.0,,,CA,6.0,,DODG,PA,GN,5505 FIGUEROA ST S,00500,55.0,5204A-,DISPLAY OF TABS,25.0,6475981.6,1819715.7
8498,4271793035,2015-12-31T00:00:00,1626.0,,,CA,4.0,,NISS,PA,BK,4525 FIGUEROA ST S,00500,55.0,80.70,NO STOPPING/ANTI-GRI,163.0,6475983.9,1823204.7
8499,4271793046,2015-12-31T00:00:00,1628.0,,,CA,6.0,,,PA,WT,4603 FIGUEROA ST S,00500,55.0,80.70,NO STOPPING/ANTI-GRI,163.0,6475983.9,1823101.5
8500,4271793050,2015-12-31T00:00:00,1630.0,,,CA,7.0,,ACUR,PA,RD,4603 FIGUEROA ST S,00500,55.0,80.70,NO STOPPING/ANTI-GRI,163.0,6475983.9,1823101.5
8501,4271793061,2015-12-31T00:00:00,1636.0,,,CA,2.0,,,PA,BK,4125 FIGUEROA ST S,00500,55.0,80.70,NO STOPPING/ANTI-GRI,163.0,6475982.0,1825725.0
8502,4271793072,2015-12-31T00:00:00,1644.0,,,CA,5.0,,,PA,BK,2315 FLOWER ST,00500,55.0,80.69AP+,NO STOP/STANDING,93.0,6478730.0,1833052.0
8503,4271793083,2015-12-31T00:00:00,1651.0,,,CA,10.0,,TOYT,PA,WT,2105 FIGUEROA ST S,00500,55.0,80.69AP+,NO STOP/STANDING,93.0,6478785.1,1834140.6
8504,4271793094,2015-12-31T00:00:00,1653.0,,,CA,8.0,,,VN,YE,2105 FIGUEROA ST S,00500,55.0,80.69AP+,NO STOP/STANDING,93.0,6478785.1,1834140.6
8505,4271793105,2015-12-31T00:00:00,1907.0,,,CA,1.0,,HYUN,PA,GY,340 MCDONALD ST,00500,55.0,22500E,BLOCKING DRIVEWAY,68.0,6479297.7,1739816.5
8506,4271793116,2015-12-31T00:00:00,2136.0,,,CA,9.0,,,PA,WT,721 14TH ST,00500,55.0,80.61,STANDNG IN ALLEY,68.0,6472630.7,1724804.4
8507,4271793120,2015-12-31T00:00:00,2138.0,,,CA,4.0,,CHEV,PA,GY,721 14TH ST,00500,55.0,80.61,STANDNG IN ALLEY,68.0,6472630.7,1724804.4
8508,4271841943,2015-12-31T00:00:00,805.0,,,CA,201604.0,,,PA,BK,4421 LINCOLN AVE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6494785.6,1867330.4
8509,4271841954,2015-12-31T00:00:00,808.0,,,CA,201608.0,,INFI,PA,WT,4442 LINCOLN AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6494993.1,1867282.2
8510,4271841965,2015-12-31T00:00:00,812.0,,,CA,201605.0,,BMW,PA,RD,4615 LINCOLN AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6496365.1,1866963.4
8511,4271841976,2015-12-31T00:00:00,814.0,,,CA,201604.0,,,VN,SL,4621 LINCOLN AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6496426.2,1866949.1
8512,4271841980,2015-12-31T00:00:00,815.0,,,CA,201605.0,,TOYT,PA,WT,4625 LINCOLN AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6496466.9,1866939.6
8513,4271841991,2015-12-31T00:00:00,817.0,,,CA,201608.0,,NISS,PA,GY,4625 LINCOLN AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6496466.9,1866939.6
8514,4271842002,2015-12-31T00:00:00,821.0,,,CA,201605.0,,,PA,SL,1384 ARMADALE AVE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6497441.1,1866827.8
8515,4271871111,2015-12-31T00:00:00,1103.0,30,,CA,201609.0,,ACUR,PA,WT,608 EDINBURGH AVE,00472,54.0,80.58L,PREFERENTIAL PARKING,68.0,6451526.3,1852341.6
8516,4271891820,2015-12-31T00:00:00,720.0,,,CA,201606.0,,,PA,BK,5407 RUSSELL AVE,57B,54.0,80.56E4+,RED ZONE,93.0,6468626.1,1860443.9
8517,4271891831,2015-12-31T00:00:00,723.0,,,CA,201606.0,,,PA,GO,1800 HARVARD BLVD N,57B,54.0,80.56E4+,RED ZONE,93.0,6469327.1,1860323.3
8518,4271891842,2015-12-31T00:00:00,728.0,,,CA,201609.0,,,PA,WT,1700 KINGSLEY DR N,57B,54.0,80.56E4+,RED ZONE,93.0,6469788.0,1859550.0
8519,4271891853,2015-12-31T00:00:00,735.0,,,CA,201505.0,,HOND,PA,GO,1900 OXFORD AVE,57B,54.0,5204A-,DISPLAY OF TABS,25.0,6468374.3,1860867.7
8520,4271891864,2015-12-31T00:00:00,804.0,,,CA,201607.0,,HYUN,PA,WT,1853 GRAMERCY PL N,57B,54.0,80.56E4+,RED ZONE,93.0,6467136.0,1860567.5
8521,4271891875,2015-12-31T00:00:00,918.0,HW109C,,CA,201605.0,,,PA,WT,1501 HOBART BL N,57B,54.0,88.13B+,METER EXP.,63.0,6469140.9,1858227.3
8522,4271965040,2015-12-30T00:00:00,1326.0,V6104,,CA,201610.0,,BMW,PA,GY,228 MAIN ST S,00904,51.0,88.13B+,METER EXP.,63.0,6416589.4,1821662.9
8523,4271965051,2015-12-30T00:00:00,1329.0,V6106,,CA,201606.0,,,PA,GY,222 MAIN ST S,00904,51.0,88.13B+,METER EXP.,63.0,6416565.2,1821692.2
8524,4271965062,2015-12-30T00:00:00,1455.0,,,CA,201509.0,,FORD,PU,SL,12000 INDIANAPOLIS STREET,00904,51.0,5204A-,DISPLAY OF TABS,25.0,6429308.8,1828521.2
8525,4271965073,2015-12-30T00:00:00,1719.0,,1313.0,CA,201608.0,,,PA,GY,204 HAMPTON DRIVE,00904,51.0,80.69C,PARKED OVER TIME LIM,58.0,6416654.0,1821998.3
8526,4271979014,2015-12-31T00:00:00,1130.0,OS354,,CA,201602.0,,,PA,BK,2100 BUTLER AV,00905,51.0,88.13B+,METER EXP.,63.0,6426757.1,1836456.8
8527,4271979025,2015-12-31T00:00:00,1142.0,OS440A,,CA,201604.0,,,PA,BL,2001 BARRINGTON AV S,00905,51.0,88.13B+,METER EXP.,63.0,6425248.9,1836167.7
8528,4271979036,2015-12-31T00:00:00,1144.0,OS440,,CA,201606.0,,INFI,PA,SL,2001 BARRINGTON AV S,00905,51.0,88.13B+,METER EXP.,63.0,6425248.9,1836167.7
8529,4271979040,2015-12-31T00:00:00,1201.0,OS117,,CA,201602.0,,SAA,PA,BK,2201 BUTLER AV,00905,51.0,88.13B+,METER EXP.,63.0,6427126.4,1835963.5
8530,4271979051,2015-12-31T00:00:00,1440.0,MM593,,CA,201609.0,,TOYT,PA,SL,701 GENESEE AV S,00905,51.0,88.13B+,METER EXP.,63.0,6452737.1,1845179.7
8531,4271979062,2015-12-31T00:00:00,1503.0,,,CA,201701.0,,,PA,SL,735 SOUTH LA BREA AVENUE,00905,51.0,80.56E2,YELLOW ZONE,58.0,6457404.2,1845003.8
8532,4271979084,2015-12-31T00:00:00,1521.0,PB30,,CA,201608.0,,INFI,PA,GY,1300 SYCAMORE AV S,00905,51.0,88.13B+,METER EXP.,63.0,6456429.3,1840661.4
8533,4271979095,2015-12-31T00:00:00,1522.0,,,CA,201608.0,,,PA,GY,1300 SYCAMORE AV S,00905,51.0,5200,DISPLAY OF PLATES,25.0,6456429.3,1840661.4
8534,4271979106,2015-12-31T00:00:00,1537.0,PR762,,CA,201609.0,,,PA,SL,1200 POINT VIEW ST,00905,51.0,88.13B+,METER EXP.,63.0,6449849.2,1842231.1
8535,4271979110,2015-12-31T00:00:00,1547.0,,,CA,201604.0,,VOLK,PA,BK,1135 SOUTH WOOSTER STREET,00905,51.0,22500F,PARKED ON SIDEWALK,68.0,6445805.4,1843225.7
8536,4271979121,2015-12-31T00:00:00,1641.0,,,CA,201609.0,,GMC,PA,BK,11617 SANTA MONICA BLVD,00905,51.0,80.70,NO STOPPING/ANTI-GRI,163.0,6424040.6,1838896.1
8537,4271991485,2015-12-31T00:00:00,837.0,GA100,,CA,201701.0,,,PA,BK,3100 GLENDALE BL,00675,56.0,88.13B+,METER EXP.,63.0,6482049.0,1864751.6
8538,4271991496,2015-12-31T00:00:00,841.0,,,CA,201608.0,,KIA,PA,BL,3212 MADERA AVE,00675,56.0,22514,FIRE HYDRANT,68.0,6484001.9,1863340.9
8539,4271991500,2015-12-31T00:00:00,927.0,GA124,,CA,201602.0,,,PA,GN,3200 GLENDALE BL,00675,56.0,88.13B+,METER EXP.,63.0,6482619.6,1865253.0
8540,4271991511,2015-12-31T00:00:00,1002.0,GA10,,CA,201512.0,,,PA,GY,3201 GLENDALE BL,00675,56.0,88.13B+,METER EXP.,63.0,6482644.6,1865416.7
8541,4271991533,2015-12-31T00:00:00,1045.0,,,CA,201410.0,,,PA,WT,4034 EDENHURST AVE,00675,56.0,5204A-,DISPLAY OF TABS,25.0,6480841.0,1868040.6
8542,4271991544,2015-12-31T00:00:00,1325.0,GA163,,CA,201612.0,,,PA,GY,3301 GLENDALE BL,00675,56.0,88.13B+,METER EXP.,63.0,6482867.7,1865665.8
8543,4271991555,2015-12-31T00:00:00,1327.0,GA160,,CA,201612.0,,KIA,PA,GY,3301 GLENDALE BL,00675,56.0,88.13B+,METER EXP.,63.0,6482867.7,1865665.8
8544,4271991566,2015-12-31T00:00:00,1327.0,GA159,,CT,,,,PA,BK,3301 GLENDALE BL,00675,56.0,88.13B+,METER EXP.,63.0,6482867.7,1865665.8
8545,4271991570,2015-12-31T00:00:00,1357.0,GA36,,TX,201504.0,,,PA,BL,3101 GLENDALE BL,00675,56.0,88.13B+,METER EXP.,63.0,6482049.0,1864751.6
8546,4271991581,2015-12-31T00:00:00,1359.0,GA38,,CA,201609.0,,,PA,GY,3101 GLENDALE BL,00675,56.0,88.13B+,METER EXP.,63.0,6482049.0,1864751.6
8547,4271991592,2015-12-31T00:00:00,1446.0,,,CA,201604.0,,,PA,GY,5528 YORK BLVD,00675,56.0,22507.8C,DISABLED PARKING/CRO,363.0,6501950.3,1865932.2
8548,4271997752,2015-12-31T00:00:00,1014.0,,,NV,201512.0,,,CM,WT,11830 SATICOY ST,00395,53.0,80.69.2,COMM VEH OVER TIME L,133.0,6443363.1,1898476.5
8549,4271997763,2015-12-31T00:00:00,1029.0,,,CA,201605.0,,,PA,SL,12515 OXNARD ST,00395,53.0,80.69B,NO PARKING,73.0,6405862.7,1888339.0
8550,4271997774,2015-12-31T00:00:00,1101.0,,,CA,201609.0,,MERZ,PA,BK,12525 OXNARD ST,00395,53.0,80.69B,NO PARKING,73.0,6405862.3,1888339.0
8551,4271997785,2015-12-31T00:00:00,1123.0,,,CA,201610.0,,SUBA,PA,WT,4426 TALOFA AVE,00395,53.0,80.69B,NO PARKING,73.0,6455267.8,1877474.5
8552,4271997796,2015-12-31T00:00:00,1125.0,,,CA,201606.0,,,PA,SL,4432 TALOFA AVE,00395,53.0,80.69B,NO PARKING,73.0,6455267.6,1877514.9
8553,4271997800,2015-12-31T00:00:00,1126.0,,,MO,201511.0,,VOLV,PA,GY,4440 TALOFA AVE,00395,53.0,80.69B,NO PARKING,73.0,6455267.3,1877568.7
8554,4271997811,2015-12-31T00:00:00,1155.0,,,CA,201605.0,,,PA,WT,11259 LA MAIDA ST,00395,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6447841.5,1880243.4
8555,4271997822,2015-12-31T00:00:00,1157.0,,,OH,201611.0,,HOND,PA,BL,11268 LA MAIDA ST,00395,53.0,22500E,BLOCKING DRIVEWAY,68.0,6447755.4,1880243.6
8556,4271997833,2015-12-31T00:00:00,1309.0,,,CA,201609.0,,FIAT,PA,BL,4431 TALOFA AVE,00395,53.0,80.69B,NO PARKING,73.0,6455267.7,1877501.4
8557,4271997844,2015-12-31T00:00:00,1310.0,,,CA,201604.0,,HOND,PA,BL,4431 TALOFA AVE,00395,53.0,80.69B,NO PARKING,73.0,6455267.7,1877501.4
8558,4271997855,2015-12-31T00:00:00,1443.0,,,CA,201511.0,,,PA,GN,4431 TALOFA AVE,00395,53.0,80.69B,NO PARKING,73.0,6455267.7,1877501.4
8559,4271997866,2015-12-31T00:00:00,1535.0,,1430.0,CA,201611.0,,,PA,SL,6053 CLEON AVE,00395,53.0,80.69C,PARKED OVER TIME LIM,58.0,6450342.1,1888413.8
8560,4271997870,2015-12-31T00:00:00,1553.0,,,CA,201605.0,,CHEV,PA,BK,4421 TALOFA AVE,00395,53.0,80.69B,NO PARKING,73.0,6455268.1,1877434.1
8561,4271997881,2015-12-31T00:00:00,1555.0,,,CA,201602.0,,,PA,SL,4421 TALOFA AVE,00395,53.0,80.69B,NO PARKING,73.0,6455268.1,1877434.1
8562,4272066853,2015-12-31T00:00:00,1144.0,,,CA,201510.0,,CHRY,PA,BK,1284 EAST 58TH STREET,57B,57.0,5204A-,DISPLAY OF TABS,25.0,6485155.0,1818906.0
8563,4272171245,2015-12-31T00:00:00,1632.0,,,CA,201610.0,,AUDI,PA,SL,8481 OAKWOOD AVE W,00401,54.0,80.69AP+,NO STOP/STANDING,93.0,6447815.4,1851027.7
8564,4272171256,2015-12-31T00:00:00,1633.0,,,CA,201601.0,,MNNI,PA,RD,8481 OAKWOOD AVE W,00401,54.0,80.69AP+,NO STOP/STANDING,93.0,6447815.4,1851027.7
8565,4272171260,2015-12-31T00:00:00,1635.0,,,CA,201606.0,,,PA,SL,8481 OAKWOOD AVE W,00401,54.0,80.69AP+,NO STOP/STANDING,93.0,6447815.4,1851027.7
8566,4272171271,2015-12-31T00:00:00,1636.0,,,CA,201601.0,,HOND,PA,GY,8481 OAKWOOD AVE W,00401,54.0,80.69AP+,NO STOP/STANDING,93.0,6447815.4,1851027.7
8567,4272171282,2015-12-31T00:00:00,1645.0,,,CA,201503.0,,CHEV,PA,GY,8715 3RD ST W,00401,54.0,80.69AP+,NO STOP/STANDING,93.0,6445932.2,1849379.6
8568,4272171293,2015-12-31T00:00:00,1647.0,,,CA,201604.0,,AUDI,PA,WT,8735 3RD ST W,00401,54.0,80.69AP+,NO STOP/STANDING,93.0,6445753.0,1849380.8
8569,4272171304,2015-12-31T00:00:00,1712.0,,,CA,201608.0,,,PA,SL,630 CRESCENT HEIGHTS BLVD S,00401,54.0,80.69AP+,NO STOP/STANDING,93.0,6450877.3,1852510.4
8570,4272171315,2015-12-31T00:00:00,1809.0,,,CA,,,,PA,BK,6121 3RD ST W,00401,54.0,80.69B,NO PARKING,73.0,6454580.2,1848200.1
8571,4272171326,2015-12-31T00:00:00,1824.0,53,,CA,,,,PA,GY,716 DETROIT ST N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457156.2,1853039.8
8572,4272171330,2015-12-31T00:00:00,1844.0,53,,CA,201611.0,,,SU,SL,745 MARTEL AVE N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6455352.7,1853268.9
8573,4272171341,2015-12-31T00:00:00,1858.0,13,,CA,201609.0,,NISS,PA,RD,330 SWEETZER AVE N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6449574.3,1848735.4
8574,4272171352,2015-12-31T00:00:00,1905.0,13,,CA,201606.0,,CHEV,PA,BL,340 SWEETZER AVE N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6449571.1,1848712.6
8575,4272171363,2015-12-31T00:00:00,1951.0,53,,CA,201609.0,,MERZ,PA,BK,716 DETROIT ST N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457156.2,1853039.8
8576,4272171374,2015-12-31T00:00:00,2008.0,53,,CA,201602.0,,,PA,BL,733 ALTA VISTA BLVD N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6456464.3,1853164.5
8577,4272171385,2015-12-31T00:00:00,2010.0,53,,CA,201611.0,,,PA,BL,733 ALTA VISTA BLVD N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6456464.3,1853164.5
8578,4272171396,2015-12-31T00:00:00,2011.0,53,,CA,201609.0,,,PA,WT,721 ALTA VISTA BLVD N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6456464.2,1853085.2
8579,4272171400,2015-12-31T00:00:00,2012.0,53,,FL,201606.0,,,PA,BK,717 ALTA VISTA BLVD N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6456464.1,1853058.8
8580,4272171411,2015-12-31T00:00:00,2013.0,53,,CA,201612.0,,HOND,PA,GY,715 ALTA VISTA BLVD N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6456464.1,1853045.6
8581,4272171422,2015-12-31T00:00:00,2022.0,53,,IL,201608.0,,,SU,WT,720 GARDNER ST N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6454710.8,1853131.9
8582,4272171433,2015-12-31T00:00:00,2043.0,53,,CA,201609.0,,TOYT,PA,BL,620 MARTEL AVE N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6455351.3,1852478.1
8583,4272171444,2015-12-31T00:00:00,2118.0,53,,CA,201606.0,,TOYT,PA,BL,720 DETROIT ST N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457156.3,1853066.6
8584,4272171455,2015-12-31T00:00:00,2119.0,53,,CA,,,BMW,PA,GY,716 DETROIT ST N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457156.2,1853039.8
8585,4272171466,2015-12-31T00:00:00,2134.0,,,CA,201606.0,,KIA,PA,WT,710 ALTA VISTA BLVD N,00401,54.0,80.56E1,WHITE ZONE,58.0,6456464.0,1853019.1
8586,4272171470,2015-12-31T00:00:00,2155.0,,,CA,201606.0,,NISS,PA,WT,6420 6TH ST W,00401,54.0,22500E,BLOCKING DRIVEWAY,68.0,6450131.6,1846481.0
8587,4272197554,2015-12-31T00:00:00,718.0,,,CA,201611.0,,HOND,PA,BL,5619 FARMDALE AVENUE,57V,57.0,5200,DISPLAY OF PLATES,25.0,6446410.5,1885372.3
8588,4272197565,2015-12-31T00:00:00,720.0,,,CA,201510.0,,,PA,RD,5705 CAMELLIA AVENUE,57V,57.0,5204A-,DISPLAY OF TABS,25.0,6446051.9,1885954.4
8589,4272197576,2015-12-31T00:00:00,730.0,,,CA,201509.0,,FORD,PA,SL,11107 DEBBY STREET,57V,57.0,5204A-,DISPLAY OF TABS,25.0,6448897.4,1889537.9
8590,4272197580,2015-12-31T00:00:00,731.0,,,CA,201503.0,,,PA,RD,11114 DEBBY STREET,57V,57.0,5204A-,DISPLAY OF TABS,25.0,6448890.0,1889537.9
8591,4272197591,2015-12-31T00:00:00,733.0,,,CA,201507.0,,,PA,BG,6243 FULCHER AVENUE,57V,57.0,5204A-,DISPLAY OF TABS,25.0,6448876.5,1889674.9
8592,4272197602,2015-12-31T00:00:00,735.0,,,CA,201507.0,,VOLV,PA,BL,11201 SYLVAN STREET,57V,57.0,5204A-,DISPLAY OF TABS,25.0,6448352.3,1889870.3
8593,4272197613,2015-12-31T00:00:00,736.0,,,CA,201502.0,,,PA,WT,11201 SYLVAN STREET,57V,57.0,5204A-,DISPLAY OF TABS,25.0,6448352.3,1889870.3
8594,4272197624,2015-12-31T00:00:00,744.0,,,CA,201507.0,,,PA,WT,6329 FAIR AVENUE,57V,57.0,5204A-,DISPLAY OF TABS,25.0,6448352.8,1890059.2
8595,4272197635,2015-12-31T00:00:00,746.0,,,CA,201604.0,,FORD,PU,GY,6328 FAIR AVENUE,57V,57.0,5200,DISPLAY OF PLATES,25.0,6448352.8,1890059.2
8596,4272197646,2015-12-31T00:00:00,834.0,,,CA,201501.0,,TOYT,PA,GY,5132 RIVERTON AVENUE,57V,57.0,5204A-,DISPLAY OF TABS,25.0,6450980.3,1882115.3
8597,4272253860,2015-12-31T00:00:00,811.0,,,CA,201601.0,,,PA,GN,3422 LACHMAN LANE W,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
8598,4272253871,2015-12-31T00:00:00,813.0,,,CA,201601.0,,,PA,WT,3406 TYBURN ST,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484383.1,1865384.1
8599,4272253882,2015-12-31T00:00:00,815.0,,,CA,,,,PA,GY,3380 LACLEDE AVE,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484482.5,1865221.3
8600,4272253893,2015-12-31T00:00:00,816.0,,,NY,201602.0,,SUBA,PA,GY,3380 LACLEDE AVE,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484482.5,1865221.3
8601,4272253904,2015-12-31T00:00:00,818.0,,,CA,201610.0,,HOND,PA,BK,3338 LACLEDE AVE,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484784.0,1864908.2
8602,4272253915,2015-12-31T00:00:00,821.0,,,CA,201606.0,,HOND,PA,WT,3321 PERLITA AVE,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484535.9,1864690.2
8603,4272253926,2015-12-31T00:00:00,821.0,,,CA,201607.0,,,PU,WT,3325 PERLITA AVE,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484514.3,1864712.6
8604,4272253930,2015-12-31T00:00:00,825.0,,,CA,201607.0,,LEXS,PA,BK,3360 TYBURN ST,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484165.0,1865174.2
8605,4272253941,2015-12-31T00:00:00,830.0,,,CA,,,MERZ,PA,BK,3523 PERLITA AVE,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483601.7,1865660.2
8606,4272253952,2015-12-31T00:00:00,833.0,,,CA,201610.0,,,PA,SL,3272 ATWATER AVE,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484600.9,1864146.9
8607,4272253963,2015-12-31T00:00:00,836.0,,,CA,,,HOND,PA,GY,3428 ATWATER AVE,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483762.3,1865017.8
8608,4272253974,2015-12-31T00:00:00,839.0,,,CA,201607.0,,,PA,WT,3359 LARGA AVE,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483855.2,1864445.5
8609,4272253985,2015-12-31T00:00:00,842.0,,,CA,201604.0,,,PA,GY,3515 LARGA AVE,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483179.6,1865147.3
8610,4272253996,2015-12-31T00:00:00,844.0,,,CA,201611.0,,TOYT,PA,GO,3522 GARDEN AVE,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6482920.1,1864941.0
8611,4272254000,2015-12-31T00:00:00,845.0,,,CA,201604.0,,TOYT,PA,SL,3506 GARDEN AVE,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6482983.3,1864875.3
8612,4272277682,2015-12-31T00:00:00,1121.0,,,CA,201607.0,,,PA,BK,10339 ZELZAH AVE,00387,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6403534.4,1916719.0
8613,4272277693,2015-12-31T00:00:00,1122.0,,,CA,201603.0,,,PA,WT,10339 ZELZAH AVE,00387,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6403534.4,1916719.0
8614,4272277704,2015-12-31T00:00:00,1135.0,,,CA,201609.0,,CHEV,PA,BL,17820 DEVONSHIRE ST,00387,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6403905.3,1916517.5
8615,4272277715,2015-12-31T00:00:00,1357.0,03,,CA,201604.0,,TOYT,PA,GY,8157 DARBY AVE,00387,53.0,80.58L,PREFERENTIAL PARKING,68.0,6400407.5,1902383.0
8616,4272277726,2015-12-31T00:00:00,1522.0,03,,CA,201604.0,,TOYT,PU,GN,8145 DARBY PL,00387,53.0,80.58L,PREFERENTIAL PARKING,68.0,6400661.2,1902317.9
8617,4272277730,2015-12-31T00:00:00,1524.0,03,,ID,201711.0,,,PA,BK,8151 DARBY PL,00387,53.0,80.58L,PREFERENTIAL PARKING,68.0,6400661.3,1902350.0
8618,4272277741,2015-12-31T00:00:00,1525.0,03,,CA,201604.0,,LEXS,PA,GN,8156 DARBY PL,00387,53.0,80.58L,PREFERENTIAL PARKING,68.0,6400661.5,1902382.1
8619,4272301784,2015-12-31T00:00:00,1306.0,,,IL,201603.0,,HOND,PA,BL,900 B/O ROSE AVE,00135,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
8620,4272301795,2015-12-31T00:00:00,1309.0,,,CA,201604.0,,,PA,WT,821 ROSE AVE,00135,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6420020.6,1823299.0
8621,4272301806,2015-12-31T00:00:00,1310.0,,,CA,201602.0,,VOLV,PA,GN,821 ROSE AVE,00135,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6420020.6,1823299.0
8622,4272301810,2015-12-31T00:00:00,1313.0,,,CA,201510.0,,,PA,BK,822 WARREN AVE,00135,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6419778.3,1823495.2
8623,4272301821,2015-12-31T00:00:00,1314.0,,,CA,201603.0,,,PA,WT,812 WARREN AVE,00135,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6419686.2,1823437.1
8624,4272301832,2015-12-31T00:00:00,1315.0,,,CA,201610.0,,,PA,GY,812 WARREN AVE,00135,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6419686.2,1823437.1
8625,4272301843,2015-12-31T00:00:00,1316.0,,,CA,201605.0,,MERZ,PA,RD,806 WARREN AVE,00135,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6419631.0,1823402.3
8626,4272301854,2015-12-31T00:00:00,1317.0,,,CA,201612.0,,HOND,PA,SL,806 WARREN AVE,00135,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6419631.0,1823402.3
8627,4272301865,2015-12-31T00:00:00,1319.0,,,FL,201606.0,,,PA,BL,870 WARREN AVE,00135,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6420220.4,1823773.9
